"","name","address","city","state","zip","Zip.Plus","Contact.First.Name","Contact.Last.Name","Contact.Title","Phone","Business.Description","Primary.NAICS","NAICS2","NAICS3","NAICS4","NAICS5","Business.Type","County","Employee","Annual.Sales","URL","Year.Established","address_new","url","type","latitude","longitude"
"270","Memory Lane Museum","769 River Hwy","Mooresville","NC",28117,9056,"Sam A","Beam","Director",7046623673,"Museums",712110,NA,NA,NA,NA,"Private","Iredell",4,NA,"memorylaneautomuseum.com",2001,"769 River Hwy Mooresville NC 28117","https://www.memorylaneautomuseum.com","Transportation",35.59757213,-80.88520826
"271","Mesda","924 S Main St","Winston Salem","NC",27101,5388,"Lee","French","CEO",3367217360,"Museums",712110,519210,NA,NA,NA,"Private","Forsyth",54,NA,"mesda.org",1965,"924 S Main St Winston Salem NC 27101","https://www.mesda.org","Art",36.08437485,-80.24157114
"272","Mexico Cardenas Museum","6403 Davis Rd","Waxhaw","NC",28173,NA,"Roy","Self","Director",7048436045,"Museums",712110,NA,NA,NA,NA,"Private","Union",1,NA,NA,1977,"6403 Davis Rd Waxhaw NC 28173","","History",34.864592,-80.74173084
"273","Mint Museum Uptown","500 S Tryon St","Charlotte","NC",28202,1811,"Todd","Herman","Exec Director",7043372000,"Museums",712110,712110,NA,NA,NA,"Private","Mecklenburg",79,NA,"mintmuseum.org",2010,"500 S Tryon St Charlotte NC 28202","https://www.mintmuseum.org","Art",35.224164,-80.84760409
"274","Mobile Museum of Vintage Tech","4105 Alpine Clover Dr","Wake Forest","NC",27587,3959,"Thomas","Hyslip","Manager",9190001111,"Museums",712110,NA,NA,NA,NA,"Private","Wake",2,NA,NA,2018,"4105 Alpine Clover Dr Wake Forest NC 27587","","Science&Tech",35.93737895,-78.48925699
"275","Moore House","202 Moore Ave","Mt Airy","NC",27030,NA,"Jenny","Smith","Other",3367864512,"Museums",712110,712120,NA,NA,NA,"Private","Surry",2,NA,NA,2017,"202 Moore Ave Mt Airy NC 27030","","History",36.50129275,-80.60692604
"276","Mooresville Museum","132 E Center Ave","Mooresville","NC",28115,2514,"Yvonne","Hart","Other",7046631873,"Museums",712110,NA,NA,NA,NA,"Private","Iredell",2,NA,"themooresvillemuseum.org",2004,"132 E Center Ave Mooresville NC 28115","https://www.themooresvillemuseum.org","History",35.58223973,-80.81235147
"277","Mountain Gateway Museum","24 Water St","Old Fort","NC",28762,NA,"Roann","Bishop","Director",8286689259,"Museums",712110,459920,813319,NA,NA,"Private","McDowell",3,NA,"mgmnc.org",2011,"24 Water St Old Fort NC 28762","https://www.mgmnc.org","History",35.62763343,-82.18109971
"278","Mountain Heritage Ctr","176 Central Dr # 240","Cullowhee","NC",28723,8935,"Pam","Meister","Director",8282277129,"Museums",712110,NA,NA,NA,NA,"Private","Jackson",4,NA,"wcu.edu",1979,"176 Central Dr # 240 Cullowhee NC 28723","https://www.wcu.edu","History",35.31070024,-83.17940689
"279","Muse Winston Salem","226 S Liberty St # 200","Winston Salem","NC",27101,5298,"Michael","Wakeford","Exec Director",3367242842,"Museums",712110,813319,813410,NA,NA,"Private","Forsyth",2,NA,"musews.org",2021,"226 S Liberty St # 200 Winston Salem NC 27101","https://www.musews.org","History",36.0920101,-80.24381554
"280","Museum of Anthropology","1834 Reynolda Rd","Winston Salem","NC",27106,NA,"Sara","Cromwell","Director",3367585282,"Museums",712110,712110,NA,NA,NA,"Private","Forsyth",7,NA,"lammuseum.wfu.edu",1963,"1834 Reynolda Rd Winston Salem NC 27106","https://www.lammuseum.wfu.edu","Science&Tech",36.11829595,-80.27874074
"281","Museum of North Carolina","49 Shelton St","Waynesville","NC",28786,5795,"Dannehl","Strautz","Director",8284521551,"Museums",712110,712110,NA,NA,NA,"Private","Haywood",2,NA,"sheltonhouse.org",1977,"49 Shelton St Waynesville NC 28786","https://www.sheltonhouse.org","History",35.48598718,-82.98624249
"282","Museum of the Alphabet","6409 Davis Rd","Waxhaw","NC",28173,NA,"Debby","Newby","Director",7048436066,"Museums",712110,NA,NA,NA,NA,"Private","Union",20,NA,"jaars.org",1990,"6409 Davis Rd Waxhaw NC 28173","https://www.jaars.org","Other",34.86443555,-80.74178642
"283","Museum of the Bizarre","201 S Water St","Wilmington","NC",28401,4451,"Justin","Lanasa","Owner",9103992641,"Museums",712110,NA,NA,NA,NA,"Private","New Hanover",3,NA,"maps.roadtrippers.com",2015,"201 S Water St Wilmington NC 28401","https://www.maps.roadtrippers.com","Other",34.23271861,-77.94916615
"284","Museum of the Cape Fear","801 Arsenal Ave","Fayetteville","NC",28305,5300,"David","Reid","Administrator",9105004240,"Museums",712110,712120,813319,NA,NA,"Private","Cumberland",17,NA,"museumofthecapefear.ncdcr.gov",1988,"801 Arsenal Ave Fayetteville NC 28305","https://www.museumofthecapefear.ncdcr.gov","History",35.05465075,-78.89231578
"285","Museum of the Marine","907 Lejeune Blvd","Jacksonville","NC",28540,5916,"Ashley","Danielson","Exec Director",9109370033,"Museums",712110,813319,999990,NA,NA,"Private","Onslow",3,NA,"museumofthemarine.org",2014,"907 Lejeune Blvd Jacksonville NC 28540","https://www.museumofthemarine.org","Military",34.74893215,-77.41790636
"286","Museum of the New South","324 N College St","Charlotte","NC",28202,NA,"Ashley","Thurmond","Vice President",7043331887,"Museums",712110,NA,NA,NA,NA,"Private","Mecklenburg",5,NA,"museumofthenewsouth.org",2019,"324 N College St Charlotte NC 28202","https://www.museumofthenewsouth.org","History",35.22799898,-80.83941741
"287","Mustang Owner's Museum","4005 Dearborn Pl NW","Concord","NC",28027,4624,NA,NA,NA,9804395653,"Museums",712110,NA,NA,NA,NA,"Private","Cabarrus",2,NA,"mustangownersmuseum.com",2022,"4005 Dearborn Pl NW Concord NC 28027","https://www.mustangownersmuseum.com","Transportation",35.36639676,-80.67072713
"288","Mystery Hill","129 Mystery Hill Ln","Blowing Rock","NC",28605,9549,"Wayne","Underwood","President",8282642792,"Museums",712110,712120,712190,NA,NA,"Private","Watauga",10,NA,"mysteryhill.com",1948,"129 Mystery Hill Ln Blowing Rock NC 28605","https://www.mysteryhill.com","Science&Tech",36.16348667,-81.64412926
"289","New Bern Academy Museum","508 New St","New Bern","NC",28560,NA,NA,NA,NA,2526393524,"Museums",712110,NA,NA,NA,NA,"Private","Craven",2,NA,"tryonpalace.org",2017,"508 New St New Bern NC 28560","https://www.tryonpalace.org","History",35.10981583,-77.04125699
"290","New Bern Firemen's Museum","420 Broad St","New Bern","NC",28560,4905,"Charles","Williams","CEO",2526364087,"Museums",712110,813319,922160,NA,NA,"Private","Craven",2,NA,"newbernfiremuseum.com",1955,"420 Broad St New Bern NC 28560","https://www.newbernfiremuseum.com","History",35.10836946,-77.03999328
"291","New Morning","5 Biltmore Plz","Asheville","NC",28803,2628,NA,NA,NA,7026938189,"Museums",712110,NA,NA,NA,NA,"Private","Buncombe",2,NA,"newmorninggallerync.com",1972,"5 Biltmore Plz Asheville NC 28803","https://www.newmorninggallerync.com","Art",35.56698268,-82.5425432
"292","North Carolina Collection","1201 Raleigh Rd # 208","Chapel Hill","NC",27517,4047,NA,NA,NA,9199621172,"Museums",712110,NA,NA,NA,NA,"Private","Orange",2,NA,"library.unc.edu",1995,"1201 Raleigh Rd # 208 Chapel Hill NC 27517","https://www.library.unc.edu","History",35.90998599,-79.0327032
"293","North Carolina Museum of Natural Science","11 W Jones St","Raleigh","NC",27601,1029,"Emlyn","Koster","Director",9197079800,"Museums",712110,519210,NA,NA,NA,"Private","Wake",166,NA,"naturalsciences.org",1879,"11 W Jones St Raleigh NC 27601","https://www.naturalsciences.org","Science&Tech",35.78249398,-78.63913812
"294","North Carolina Msm-Natrl Scncs","415 S Madison St","Whiteville","NC",28472,4125,"Emlynn","Koster","Director",9107885100,"Museums",712110,NA,NA,NA,NA,"Private","Columbus",8,NA,"naturalsciences.org",2012,"415 S Madison St Whiteville NC 28472","https://www.naturalsciences.org","Science&Tech",34.33397469,-78.7038662
"295","North Carolina Pottery Ctr","233 East Ave","Seagrove","NC",27341,NA,"Lindsey","Lambert","Exec Director",3368738430,"Museums",712110,561510,449129,459420,611710,"Private","Randolph",6,NA,"ncpotterycenter.org",1998,"233 East Ave Seagrove NC 27341","https://www.ncpotterycenter.org","Art",35.54224794,-79.77634341
"296","North Carolina State Capitol","1 E Edenton St","Raleigh","NC",27601,1011,"Terra","Schramm","Administrator",9197334994,"Museums",712110,712120,921120,NA,NA,"State","Wake",10,NA,"historicsites.nc.gov",1962,"1 E Edenton St Raleigh NC 27601","https://www.historicsites.nc.gov","History",35.78126592,-78.63895742
"297","Oakboro Regional Museum","231 N Main St","Oakboro","NC",28129,NA,"Jane","Barnhardt","Manager",7044854222,"Museums",712110,813410,541720,NA,NA,"Private","Stanly",2,NA,"oakboro.com",1999,"231 N Main St Oakboro NC 28129","https://www.oakboro.com","History",35.22371587,-80.32609176
"298","Old Mill of Guilford","1340 N Carolina Highway 68","Oak Ridge","NC",27310,NA,"Amy","Klug","Owner",3366434783,"Museums",712110,311211,424910,712120,NA,"Private","Guilford",3,NA,"oldmillofguilford.com",1984,"1340 N Carolina Highway 68 Oak Ridge NC 27310","https://www.oldmillofguilford.com","History",36.15766727,-79.9764893
"299","Penderlea Homestead Museum","284 Garden Rd","Willard","NC",28478,6780,"Patrica","Johnson","Owner",9102853490,"Museums",712110,NA,NA,NA,NA,"Private","Pender",10,NA,"penderleahomesteadmuseum.org",2003,"284 Garden Rd Willard NC 28478","https://www.penderleahomesteadmuseum.org","History",34.65703819,-78.04334547
"300","Picture Project CLT Selfie Msm","5648 E Independence Blvd","Charlotte","NC",28212,6209,NA,NA,NA,9803161800,"Museums",712110,541921,NA,NA,NA,"Private","Mecklenburg",2,NA,"pictureprojectclt.com",2023,"5648 E Independence Blvd Charlotte NC 28212","https://www.pictureprojectclt.com","Art",35.18295916,-80.75584252
"301","Port Discover","611 E Main St","Elizabeth City","NC",27909,4431,"Duffy","Danish","Exec Director",2523386117,"Museums",712110,813319,561599,NA,NA,"Private","Pasquotank",7,NA,"portdiscover.org",2006,"611 E Main St Elizabeth City NC 27909","https://www.portdiscover.org","Children",36.29967218,-76.21950886
"302","Port-O-Plymouth Museum","302 E Water St","Plymouth","NC",27962,NA,"George","Waters","President",2527931377,"Museums",712110,NA,NA,NA,NA,"Private","Washington",2,NA,NA,1989,"302 E Water St Plymouth NC 27962","","History",35.86845367,-76.74804434
"303","Presbyterian Heritage Ctr","318 Georgia Ter","Montreat","NC",28757,NA,"Ron","Vinson","Exec Director",8286696556,"Museums",712110,813319,NA,NA,NA,"Private","Buncombe",3,NA,NA,2007,"318 Georgia Ter Montreat NC 28757","","History",35.64671837,-82.30111658
"304","President James K Polk State","12031 Lancaster Hwy","Pineville","NC",28134,NA,"Sharon","Van Kuren","President",7048897145,"Museums",712110,561510,455219,712120,NA,"Private","Mecklenburg",5,NA,"jameskpolk.net",1962,"12031 Lancaster Hwy Pineville NC 28134","https://www.jameskpolk.net","History",35.07704645,-80.88361858
"305","Raeford Hoke Museum","111 S Highland St","Raeford","NC",28376,3303,"Mary","King","Manager",9108752279,"Museums",712110,813319,NA,NA,NA,"Private","Hoke",2,NA,NA,2003,"111 S Highland St Raeford NC 28376","","History",34.97860314,-79.22117434
"306","Raleigh Firefighters Hall-Msm","4841 Wendell Blvd","Wendell","NC",27591,6935,"Ronny","Mizell","Manager",9190001111,"Museums",712110,813319,NA,NA,NA,"Private","Wake",2,NA,NA,2018,"4841 Wendell Blvd Wendell NC 27591","","History",35.79578525,-78.34792129
"307","Rankin Museum of Amer Heritage","131 Church St","Ellerbe","NC",28338,NA,"Brett","Webb","President",4326932758,"Museums",712110,813319,NA,NA,NA,"Private","Richmond",4,NA,NA,1986,"131 Church St Ellerbe NC 28338","","History",35.07250002,-79.76233133
"308","RCR Museum","236 Industrial Dr","Lexington","NC",27295,NA,"Madyson","Goodfleisch","Manager",3367313389,"Museums",712110,459420,NA,NA,NA,"Private","Davidson",3,NA,"store.rcrracing.com",2003,"236 Industrial Dr Lexington NC 27295","https://www.store.rcrracing.com","Transportation",35.90712222,-80.25527984
"309","Republican Museum of NC ","2000 Nash St N","Wilson","NC",27893,1723,"Christy","Fyle","Manager",2520001111,"Museums",712110,NA,NA,NA,NA,"Private","Wilson",3,NA,NA,2017,"2000 Nash St N Wilson NC 27893","","History",35.75098721,-77.92926644
"310","Roanoke Canal Museum & Trail","15 Jackson St","Roanoke Rapids","NC",27870,1901,NA,NA,NA,2525372769,"Museums",712110,712120,NA,NA,NA,"Private","Halifax",2,NA,"roanokecanal.com",2011,"15 Jackson St Roanoke Rapids NC 27870","https://www.roanokecanal.com","History",36.472423,-77.65037969
"311","Rock Museum","37 Food Lion Rd","Scotland Neck","NC",27874,8455,NA,NA,NA,8012597446,"Museums",712110,624190,NA,NA,NA,"Private","Halifax",2,NA,"rockmuseumeducation.com",2023,"37 Food Lion Rd Scotland Neck NC 27874","https://www.rockmuseumeducation.com","Science&Tech",36.1200669,-77.42256267
"312","Rocky Mt Fire Museum","404 S Church St","Rocky Mount","NC",27804,5809,"Tracey","Drewery","Manager",2529721376,"Museums",712110,611513,922160,NA,NA,"Private","Nash",12,NA,"rockymountnc.gov",1995,"404 S Church St Rocky Mount NC 27804","https://www.rockymountnc.gov","History",35.93849244,-77.79883371
"313","Rowan Museum","202 N Main St","Salisbury","NC",28144,4356,"Kaye","Brown Hirst","Exec Director",7046335946,"Museums",712110,813319,999990,NA,NA,"Private","Rowan",14,NA,"rowanmuseum.org",1953,"202 N Main St Salisbury NC 28144","https://www.rowanmuseum.org","History",35.5881188,-80.46313518
"314","Rural Heritage Ctr","13021 X Way Rd","Laurinburg","NC",28352,1955,NA,NA,NA,9102772456,"Museums",712110,NA,NA,NA,NA,"Private","Scotland",2,NA,"indian-museum-carolinas.com",2016,"13021 X Way Rd Laurinburg NC 28352","https://www.indian-museum-carolinas.com","History",34.75817707,-79.49767405
"315","Schiele Museum","913 Pryor St","Gastonia","NC",28052,1709,NA,NA,NA,7048666719,"Museums",712110,NA,NA,NA,NA,"Private","Gaston",3,NA,"schielemuseum.org",2018,"913 Pryor St Gastonia NC 28052","https://www.schielemuseum.org","Science&Tech",35.27293865,-81.19241569
"316","Scottish Tartans Musuem","86 E Main St","Franklin","NC",28734,3026,"James","Akins","Director",8285247472,"Museums",712110,813319,813410,NA,NA,"Private","Macon",3,NA,"scottishtartansmuseum.org",1963,"86 E Main St Franklin NC 28734","https://www.scottishtartansmuseum.org","Art",35.18224463,-83.37964858
"317","Smith-Mcdowell House","283 Victoria Rd","Asheville","NC",28801,4817,"Richard","Graham","President",8282539231,"Museums",712110,712120,813910,NA,NA,"Private","Buncombe",3,NA,"wnchistory.org",1981,"283 Victoria Rd Asheville NC 28801","https://www.wnchistory.org","History",35.57258794,-82.55483962
"318","Source Studio Inc","5878 US Highway 19 W","Burnsville","NC",28714,NA,"Helen K","Nagge","Manager",8280001111,"Museums",712110,NA,NA,NA,NA,"Private","Yancey",2,NA,"sourcestudio.org",2017,"5878 US Highway 19 W Burnsville NC 28714","https://www.sourcestudio.org","Art",35.95891037,-82.38106821
"319","Southeastern Narrow Gauge","1123 N Main Ave","Newton","NC",28658,3039,NA,NA,NA,9808584266,"Museums",712110,NA,NA,NA,NA,"Private","Catawba",2,NA,NA,2023,"1123 N Main Ave Newton NC 28658","","Transportation",35.67327482,-81.22108511
"320","Springfield Museum","555 E Springfield Rd","High Point","NC",27263,1843,"Brenda","Haworth","Director",3368823054,"Museums",712110,NA,NA,NA,NA,"Private","Guilford",1,NA,"springfieldfriends.org",1932,"555 E Springfield Rd High Point NC 27263","https://www.springfieldfriends.org","Other",35.93129641,-79.98133846
"321","Storytelling Center","225C Everett St","Bryson City","NC",28713,6405,NA,NA,NA,8284885705,"Museums",712110,711510,NA,NA,NA,"Private","Swain",2,NA,"psalmsofthesouth.com",2011,"225C Everett St Bryson City NC 28713","https://www.psalmsofthesouth.com","History",35.43052116,-83.44727184
"322","Textile Heritage Museum","2406 Glencoe St","Burlington","NC",27217,8892,"Jerrie","Nall","Director",3362600038,"Museums",712110,712120,NA,NA,NA,"Private","Alamance",3,NA,"textileheritagemuseum.org",2004,"2406 Glencoe St Burlington NC 27217","https://www.textileheritagemuseum.org","History",36.14026756,-79.42746656
"323","Town Creek Indian Mound State","509 Town Creek Mound Rd","Mt Gilead","NC",27306,8506,"Rich","Thompson","Manager",9104396802,"Museums",712110,712120,712190,NA,NA,"Private","Richmond",8,NA,"towncreekindianmound.com",1937,"509 Town Creek Mound Rd Mt Gilead NC 27306","https://www.towncreekindianmound.com","History",35.18994388,-79.93328874
"324","Transylvania Heritage Museum","189 W Main St","Brevard","NC",28712,3635,"Rebecca","Suddeth","Exec Director",8288842347,"Museums",712110,813319,NA,NA,NA,"Private","Transylvania",1,NA,"transylvaniaheritage.org",1828,"189 W Main St Brevard NC 28712","https://www.transylvaniaheritage.org","History",35.23514878,-82.73755983
"325","V G Museum Inc","1721 N Davidson St","Charlotte","NC",28206,3473,NA,NA,NA,7040001111,"Museums",712110,NA,NA,NA,NA,"Private","Mecklenburg",2,NA,NA,2017,"1721 N Davidson St Charlotte NC 28206","","Art",35.23553089,-80.82044425
"326","Van Every/Smith Galleries","315 N Main St","Davidson","NC",28036,9404,NA,NA,NA,7048942520,"Museums",712110,712110,NA,NA,NA,"Private","Mecklenburg",16,NA,NA,1837,"315 N Main St Davidson NC 28036","","Art",35.50116218,-80.84773874
"327","Wake Forest College Birthplace","414 N Main St","Wake Forest","NC",27587,2324,"Durward","Matheny","Vice President",9195562911,"Museums",712110,813319,999990,NA,NA,"Private","Wake",4,NA,"wakeforestmuseum.org",1956,"414 N Main St Wake Forest NC 27587","https://www.wakeforestmuseum.org","History",35.98441662,-78.50836971
"328","Waldensian Heritage Museum","208 Rodoret St S","Valdese","NC",28690,2841,"Jewell","Bounous","President",8288741111,"Museums",712110,813319,NA,NA,NA,"Private","Burke",1,NA,NA,1906,"208 Rodoret St S Valdese NC 28690","","History",35.74277491,-81.56290161
"329","Waldensian Trail of Faith","401 Church St NW","Valdese","NC",28690,2309,"Jim","Jacumin","President",8288741893,"Museums",712110,NA,NA,NA,NA,"Private","Burke",3,NA,"waldensiantrailoffaith.org",1993,"401 Church St NW Valdese NC 28690","https://www.waldensiantrailoffaith.org","Other",35.74737287,-81.56855201
"330","Western NC Air Museum","1340 E Gilbert St","Hendersonville","NC",28792,5804,"Steve","Lyons","Owner",8286982482,"Museums",712110,813319,NA,NA,NA,"Private","Henderson",1,NA,"westernnorthcarolinaairmuseum.com",1989,"1340 E Gilbert St Hendersonville NC 28792","https://www.westernnorthcarolinaairmuseum.com","Transportation",35.30559095,-82.43490024
"331","Wheels Through Time Museum","62 Vintage Ln","Maggie Valley","NC",28751,855,"Dale","Walksler","Owner",8289266266,"Museums",712110,813319,999990,NA,NA,"Private","Haywood",17,NA,"wheelsthroughtime.com",2002,"62 Vintage Ln Maggie Valley NC 28751","https://www.wheelsthroughtime.com","Transportation",35.51416498,-83.07684019
"332","White Oak Legacy Foundation","300 N Greene St # 200","Greensboro","NC",27401,2172,NA,NA,NA,8280001111,"Museums",712110,541720,999990,NA,NA,"Private","Guilford",2,NA,"wolfdenim.org",2023,"300 N Greene St # 200 Greensboro NC 27401","https://www.wolfdenim.org","History",36.0753172,-79.79128914
"333","Wilkes Heritage Museum","100 E Main St","Wilkesboro","NC",28697,NA,"Jennifer","Furr","Exec Director",3366673171,"Museums",712110,813319,999990,NA,NA,"Private","Wilkes",3,NA,NA,1968,"100 E Main St Wilkesboro NC 28697","","History",36.14855443,-81.15115165
"334","World Methodist Council Museum","575 N Lakeshore Dr","Lake Junaluska","NC",28745,9742,"Jackie R","Bolden","Director",8284564689,"Museums",712110,813110,NA,NA,NA,"Private","Haywood",1,NA,"worldmethodistcouncil.org",1910,"575 N Lakeshore Dr Lake Junaluska NC 28745","https://www.worldmethodistcouncil.org","History",35.52910893,-82.97387453
"335","Yadkin Valley Museum","458 W Main St","Jonesville","NC",28642,2131,NA,NA,NA,3362582341,"Museums",712110,813319,NA,NA,NA,"Private","Yadkin",2,NA,NA,2022,"458 W Main St Jonesville NC 28642","","History",36.2394196,-80.8487319
"336","Dale Earnhardt Inc Museum","1675 Dale Earnhardt Hwy # 3","Mooresville","NC",28115,NA,"Teresea","Earnhardt","President",7046628000,"Museums",712110,813319,541720,NA,NA,"Private","Iredell",50,NA,"daleearnhardt.net",1980,"1675 Dale Earnhardt Hwy # 3 Mooresville NC 28115","https://www.daleearnhardt.net","Transportation",35.5444538,-80.76882385
"337","Forest Discovery Ctr","11250 Pisgah Hwy","Pisgah Forest","NC",28768,9988,NA,NA,NA,8288773130,"Museums",712110,NA,NA,NA,NA,"Private","Transylvania",2,NA,NA,2017,"11250 Pisgah Hwy Pisgah Forest NC 28768","","Science&Tech",35.27969117,-82.71379911
"338","Graveyard of the Atlantic Msm","59200 Museum Dr","Hatteras","NC",27943,NA,"Joseph","Schwarzer","Exec Director",2529860720,"Museums",712110,459420,813319,NA,NA,"Private","Dare",3,NA,"graveyardoftheatlantic.com",2002,"59200 Museum Dr Hatteras NC 27943","https://www.graveyardoftheatlantic.com","Transportation",35.20636495,-75.70403761
"339","John W Bardo Fine-Performing","199 Centennial Dr","Cullowhee","NC",28723,NA,"Denis","Drury","Director",8282273591,"Museums",712110,712110,NA,NA,NA,"Private","Jackson",3,NA,"wcu.edu",1975,"199 Centennial Dr Cullowhee NC 28723","https://www.wcu.edu","Art",35.3072481,-83.1845544
"340","Museum of the Cherokee Indian","589 Tsali Blvd","Cherokee","NC",28719,NA,"James","Taylor","Exec Director",8284973481,"Museums",712110,712120,813319,813410,999990,"Private","Swain",12,NA,"mci.org",1948,"589 Tsali Blvd Cherokee NC 28719","https://www.mci.org","History",35.4845364,-83.31637158
"341","North Carolina Baseball Museum","300 Stadium St SW","Wilson","NC",27893,4773,NA,NA,NA,2522963048,"Museums",712110,NA,NA,NA,NA,"Private","Wilson",1,NA,"ncbaseballmuseum.com",2004,"300 Stadium St SW Wilson NC 27893","https://www.ncbaseballmuseum.com","History",35.71868205,-77.9300434
"342","North Carolina Collect Gllry","200 South Rd","Chapel Hill","NC",27514,NA,"Linda","Jacobson","Director",9199620104,"Museums",712110,NA,NA,NA,NA,"Private","Orange",2,NA,"library.unc.edu",1998,"200 South Rd Chapel Hill NC 27514","https://www.library.unc.edu","Art",35.90860695,-79.0492161
"343","North Carolina Msm-Life-Sci","433 W Murray Ave","Durham","NC",27704,3101,NA,NA,NA,9190001111,"Museums",712110,813319,813410,NA,NA,"Private","Durham",6,NA,"lifeandscience.org",2021,"433 W Murray Ave Durham NC 27704","https://www.lifeandscience.org","Science&Tech",36.0294219,-78.89934354
"344","North Carolina Transportation Museum","1 Samuel Spencer Dr","Spencer","NC",28159,6000,NA,NA,NA,7046362889,"Museums",712110,NA,NA,NA,NA,"Private","Rowan",2,NA,NA,2021,"1 Samuel Spencer Dr Spencer NC 28159","","Transportation",35.6872596,-80.43400202
"345","Ocracoke Preservation Society","49 Water Plant Rd","Ocracoke","NC",27960,NA,"Deanna","Locke","Administrator",2529287375,"Museums",712110,712120,813319,999990,NA,"Private","Hyde",3,NA,"ocracokepreservationsociety.org",1983,"49 Water Plant Rd Ocracoke NC 27960","https://www.ocracokepreservationsociety.org","History",35.11667935,-75.98483204
"346","Promised Land Museum",NA,"Durham","NC",27707,NA,"Steve","Feldman",NA,9199149881,"Museums",712110,NA,NA,NA,NA,"Private","Durham",1,NA,"promisedlandmuseum.org",2022,"NA Durham NC 27707","https://www.promisedlandmuseum.org","Transportation",35.95906798,-78.93870418
"347","Roanoke Marshes Lighthouse","Queen Elizabeth Ave","Manteo","NC",27954,NA,NA,NA,NA,2524751750,"Museums",712110,NA,NA,NA,NA,"Private","Dare",2,NA,"manteonc.gov",2017,"Queen Elizabeth Ave Manteo NC 27954","https://www.manteonc.gov","History",35.9099651,-75.66951455
"348","Rudd Galyon & Cullis Galleries","College Pl","Greensboro","NC",27401,NA,"James","Langer","Director",3362727102,"Museums",712110,712110,NA,NA,NA,"Private","Guilford",1,NA,"greensboro.edu",1838,"College Pl Greensboro NC 27401","https://www.greensboro.edu","Art",36.07135719,-79.80103577
"349","Rural Life Museum","Cascade St & College St","Mars Hill","NC",28754,NA,NA,NA,NA,8286891650,"Museums",712110,NA,NA,NA,NA,"Private","Madison",4,NA,NA,2017,"80 Cascade Street Mars Hill, NC 28754","","History",43.048194,-75.383909
"350","Fort Branch Confederate","2883 Fort Branch Rd","Hamilton","NC",27840,NA,NA,NA,NA,8007768566,"Museums",712110,NA,NA,NA,NA,"Private","Martin",2,NA,"fortbranchcivilwarsite.com",2017,"2883 Fort Branch Rd Hamilton NC 27840","https://www.fortbranchcivilwarsite.com","History",35.92835,-77.172267
"351","Fontana Dam & Visitors Ctr","Highway 28 S","Fontana Dam","NC",28733,NA,NA,NA,NA,8284982234,"Museums",712110,NA,NA,NA,NA,"Private","Graham",2,NA,NA,2014,"Highway 28 S Fontana Dam NC 28733","","Science&Tech",35.451733,-83.8022
"352","Missiles & More Museum","720 Channel Blvd","Sneads Ferry","NC",28460,NA,NA,NA,NA,9103282488,"Museums",712110,NA,NA,NA,NA,"Private","Onslow",2,NA,"missilesandmoremuseum.org",2017,"720 Channel Blvd Sneads Ferry NC 28460","https://www.missilesandmoremuseum.org","Transportation",34.367297,-77.629818
"353","Frisco Native American Museum","53536 N Carolina Highway 1","Frisco","NC",27936,NA,"James","Goes","President",2529954440,"Museums",712110,813319,712190,NA,NA,"Private","Dare",2,NA,"nativeamericanmuseum.org",1987,"53536 N Carolina Highway 1 Frisco NC 27936","https://www.nativeamericanmuseum.org","History",35.234447,35.234447
"354","Ocracoke Island Visitor Ctr","Highway 12","Ocracoke","NC",27960,NA,"Barclay","Trimble","Manager",2529284531,"Museums",712110,561510,NA,NA,NA,"Private","Hyde",4,NA,"nps.gov",1956,"Highway 12 Ocracoke NC 27960","https://www.nps.gov","History",35.116125,-75.9861
"355","Whippoorwill Academy & Village","11928 N Carolina Highway 268 W","Ferguson","NC",28624,NA,"Margaret","Martine","Director",3369733237,"Museums",712110,813319,NA,NA,NA,"Private","Wilkes",2,NA,"whippoorwillacademy.com",1985,"11928 N Carolina Highway 268 W Ferguson NC 28624","https://www.whippoorwillacademy.com","History",36.085751,-81.356905
"356","Goldsborough Bridge Battlefield","Old Mount Olive Hwy","Goldsboro","NC",27530,NA,NA,NA,NA,9197364423,"Museums",712110,712120,NA,NA,NA,"Private","Wayne",2,NA,"goldsboroughbridge.org",1862,"Old Mount Olive Hwy Goldsboro NC 27530","https://www.goldsboroughbridge.org","History",35.338626,-78.027147
"357","Imagination Station","224 Nash St S","Wilson","NC",27893,3885,"Jennifer","Bird","Exec Director",2522915113,"Museums",712110,NA,NA,NA,NA,"Private","Wilson",14,NA,"scienceandhistory.org",2019,"224 Nash St S Wilson NC 27893","https://www.scienceandhistory.org","Children",35.724036,-77.910037
"358","Ocean Isle Msm Foundation Inc","21 E Second St","Ocean Isle Beach","NC",28469,7615,NA,NA,NA,9100001111,"Museums",712110,813319,813410,999990,NA,"Private","Brunswick",3,NA,"oceanislebeach.com",2021,"21 E Second St Ocean Isle Beach NC 28469","https://www.oceanislebeach.com","History",33.8891207,-78.4347802
"359","Oliver Nestus Freeman Round","1202 Nash St SE","Wilson","NC",27893,6336,"Bill","Myers","Director",2522963056,"Museums",712110,NA,NA,NA,NA,"Private","Wilson",1,NA,"theroundhousemuseum.com",2001,"1202 Nash St SE Wilson NC 27893","https://www.theroundhousemuseum.com","History",35.716766,-77.899601
